Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1441,2362,4,3,3,2024,Suburban,Good,Yes,902344
1442,2084,6,3,2,1980,Downtown,Fair,Yes,931286
1443,1663,3,3,2,2018,Urban,Poor,Yes,656003
1444,748,6,3,1,1984,Urban,Excellent,No,691150
1445,3787,4,5,1,2001,Urban,Good,No,1117361
1446,1843,4,4,1,2014,Suburban,Excellent,No,810648
1447,864,6,5,1,2020,Downtown,Good,Yes,885284
1448,4938,3,3,2,2000,Downtown,Excellent,Yes,1400244
1449,1965,5,3,3,2007,Downtown,Poor,No,851449
1450,2522,4,5,1,2004,Rural,Poor,No,627903
1451,2331,1,5,2,1991,Suburban,Excellent,No,837135
1452,2383,4,5,2,2000,Urban,Poor,No,820173
1453,4987,5,4,1,2005,Downtown,Excellent,No,1456826
1454,1885,2,4,2,1980,Urban,Excellent,Yes,836012
1455,3740,5,4,2,2006,Suburban,Poor,Yes,946462
1456,4723,1,5,3,2006,Rural,Good,Yes,1107653
1457,4465,6,1,2,1981,Downtown,Fair,Yes,1213425
1458,3623,6,2,1,2010,Suburban,Good,Yes,1009536
1459,1130,1,2,3,2009,Downtown,Fair,No,625154
1460,2048,4,5,3,1987,Urban,Fair,Yes,890743
1461,1172,1,1,3,2023,Downtown,Excellent,No,730562
1462,4016,3,5,1,2018,Rural,Excellent,No,1015556
1463,2999,4,1,2,2005,Downtown,Excellent,Yes,1073237
1464,1795,3,5,1,1990,Urban,Excellent,No,820680
1465,2591,4,2,2,1986,Urban,Poor,No,727126
1466,2604,3,3,2,2024,Downtown,Good,No,983986
1467,2855,5,1,1,1989,Urban,Poor,Yes,763183
1468,3571,6,3,2,1990,Urban,Excellent,No,1133245
1469,1865,6,2,1,2018,Urban,Excellent,No,845698
1470,829,2,5,2,1989,Rural,Good,No,512467
1471,4833,4,4,3,1990,Urban,Fair,No,1221179
1472,3666,4,4,3,1990,Downtown,Fair,No,1133160
1473,716,6,1,2,1994,Urban,Fair,Yes,545092
1474,2879,5,1,3,1992,Urban,Excellent,No,933254
1475,4893,2,2,2,2022,Rural,Excellent,Yes,1132875
1476,4756,1,3,3,2014,Rural,Poor,No,918763
1477,2631,2,3,3,1991,Suburban,Fair,No,702751
1478,929,5,3,3,1997,Rural,Fair,Yes,502278
1479,4880,3,1,1,1994,Suburban,Excellent,No,1057080
1480,4998,1,3,3,1984,Suburban,Excellent,Yes,1237230
1481,1283,4,2,1,2014,Suburban,Excellent,No,607893
1482,4120,1,4,3,1992,Downtown,Poor,No,1069968
1483,2817,4,2,2,2012,Downtown,Good,No,991294
1484,4959,2,3,2,2023,Urban,Excellent,Yes,1309333
1485,4594,1,3,3,2010,Downtown,Fair,Yes,1190523
1486,4139,6,3,1,2008,Urban,Fair,Yes,1092804
1487,2498,2,3,3,1999,Urban,Excellent,Yes,969139
1488,2322,5,2,2,1990,Suburban,Excellent,Yes,854191
1489,1887,3,5,2,2021,Downtown,Good,Yes,997067
1490,4466,3,3,1,1999,Urban,Good,No,1119114
1491,3123,4,5,2,2006,Rural,Excellent,Yes,1022415
1492,3496,6,2,2,1997,Rural,Fair,Yes,850665
1493,3014,3,1,2,2007,Downtown,Good,Yes,997407
1494,4720,4,3,1,1984,Suburban,Fair,No,1026872
1495,4449,1,4,3,2011,Suburban,Good,No,1054879
1496,1430,1,3,2,2014,Urban,Excellent,No,702503
1497,4465,2,1,2,2006,Suburban,Fair,No,889638
1498,1320,4,2,2,2016,Urban,Good,Yes,712811
1499,1157,6,3,2,2008,Suburban,Fair,No,617549
1500,2465,4,3,2,1992,Urban,Good,Yes,885010
1501,1576,6,4,2,2005,Downtown,Poor,Yes,875463
1502,3659,1,5,2,1982,Urban,Excellent,No,1086500
1503,1149,6,1,3,1985,Rural,Fair,Yes,518805
1504,2163,1,4,2,2009,Downtown,Fair,No,792806
1505,2088,6,5,2,2009,Downtown,Poor,No,910870
1506,652,5,4,1,1980,Suburban,Good,No,519065
1507,2720,2,5,3,2000,Downtown,Fair,No,963202
1508,2147,2,2,2,1991,Rural,Poor,Yes,471003
1509,3455,1,3,2,1994,Suburban,Fair,No,768977
1510,4075,3,2,1,2002,Rural,Fair,No,768211
1511,3672,1,4,3,1993,Downtown,Poor,No,1010321
1512,3870,2,2,2,2017,Rural,Poor,Yes,801764
1513,4831,1,2,1,1987,Downtown,Good,No,1168106
1514,2164,2,1,3,2003,Downtown,Good,Yes,906073
1515,732,1,4,2,2005,Rural,Good,No,431569
1516,1134,4,3,1,2024,Rural,Excellent,No,554107
1517,2850,6,3,1,1989,Suburban,Fair,Yes,815620
1518,4848,2,2,3,2010,Rural,Poor,Yes,937175
1519,3644,5,4,1,2006,Suburban,Fair,Yes,968184
1520,3590,1,2,1,2011,Suburban,Good,No,841463
1521,2772,5,3,1,1981,Urban,Poor,No,717425
1522,1782,4,1,3,2004,Suburban,Fair,Yes,603948
1523,3456,2,1,2,1984,Rural,Excellent,No,805124
1524,4996,4,2,3,2020,Rural,Good,No,1123756
1525,2704,2,3,3,2014,Urban,Poor,No,792272
1526,2207,2,2,3,1988,Suburban,Fair,Yes,641839
1527,3908,3,5,1,1995,Suburban,Good,Yes,1063926
1528,3292,6,4,3,2017,Urban,Fair,No,1066855
1529,3670,6,2,3,1982,Downtown,Poor,Yes,1068227
1530,717,2,1,1,1990,Downtown,Good,Yes,623781
1531,4563,3,2,3,2016,Downtown,Excellent,Yes,1399035
1532,2752,5,4,1,1997,Urban,Good,Yes,977700
1533,3393,4,5,2,2022,Rural,Good,No,915457
1534,3593,4,1,3,1988,Rural,Fair,No,729951
1535,1585,5,3,1,2002,Urban,Excellent,No,776899
1536,4734,2,4,3,1992,Suburban,Fair,Yes,1096671
1537,3499,5,5,1,2016,Rural,Good,Yes,1029937
1538,1966,3,2,1,2023,Suburban,Fair,Yes,657046
1539,2256,3,1,2,1998,Downtown,Excellent,No,929862
1540,3237,2,3,1,1984,Urban,Good,Yes,897722
1541,1085,4,2,1,2010,Suburban,Fair,No,454023
1542,4032,4,5,1,1995,Urban,Poor,Yes,1043644
1543,1750,4,1,3,2017,Suburban,Fair,No,581615
1544,2856,3,1,3,1987,Urban,Poor,No,702752
1545,4190,3,1,3,2019,Downtown,Fair,Yes,1158894
1546,2829,1,4,2,1987,Downtown,Excellent,Yes,1107276
1547,2984,2,5,1,1985,Urban,Fair,No,860165
1548,4054,1,1,2,1997,Urban,Good,No,940961
1549,3521,1,1,1,2011,Suburban,Excellent,Yes,924399
1550,2777,1,4,3,2018,Downtown,Excellent,Yes,1117194
1551,1407,5,1,1,1995,Urban,Excellent,No,667040
1552,3445,6,4,2,2016,Rural,Excellent,No,995885
1553,2369,5,2,1,2020,Urban,Poor,No,720325
1554,832,6,4,2,2002,Urban,Good,Yes,763098
1555,4253,1,3,2,2024,Urban,Fair,Yes,1061474
1556,3887,3,2,2,1985,Urban,Good,Yes,1045903
1557,3105,1,1,3,2005,Urban,Excellent,Yes,980185
1558,2256,3,4,2,2001,Downtown,Good,Yes,979211
1559,3244,1,1,1,2017,Urban,Good,Yes,886742
1560,1222,2,1,1,2018,Downtown,Good,Yes,712175
1561,4964,3,4,1,2004,Rural,Good,Yes,1115825
1562,2441,4,1,1,2015,Suburban,Good,Yes,785559
1563,2438,6,2,1,1994,Downtown,Fair,Yes,881737
1564,3031,2,1,3,2010,Downtown,Excellent,Yes,1104339
1565,2124,5,5,2,2020,Downtown,Good,No,1030324
1566,4133,3,3,1,2000,Urban,Poor,Yes,975245
1567,2622,5,5,1,1986,Downtown,Good,Yes,1077051
1568,3453,6,5,1,2009,Urban,Poor,No,997677
1569,4672,5,4,1,1990,Rural,Excellent,Yes,1179801
1570,4504,6,2,1,2023,Urban,Poor,No,1037511
1571,825,6,5,2,2007,Suburban,Excellent,Yes,826084
1572,3138,5,3,2,1994,Downtown,Fair,No,972498
1573,1033,6,3,3,1987,Rural,Poor,No,424114
1574,2194,2,5,1,1991,Rural,Excellent,Yes,779618
1575,1329,1,4,3,2024,Downtown,Excellent,No,912486
1576,1734,3,2,1,1999,Urban,Fair,No,592061
1577,4693,1,2,2,2005,Suburban,Fair,No,915976
1578,3382,4,1,3,1996,Rural,Poor,Yes,733299
1579,1382,2,1,3,1980,Rural,Good,No,445332
1580,826,5,5,2,1984,Suburban,Fair,No,548197
1581,4984,2,3,1,2023,Suburban,Good,Yes,1176843
1582,2054,5,2,2,1981,Rural,Poor,No,492028
1583,1482,3,2,3,2013,Suburban,Poor,No,494607
1584,1871,5,3,2,2022,Downtown,Excellent,Yes,1020075
1585,3371,2,3,1,1995,Downtown,Fair,No,907046
1586,3535,1,4,3,2017,Rural,Poor,No,780894
1587,4957,5,4,3,2021,Suburban,Good,No,1250522
1588,4269,2,3,3,2007,Downtown,Excellent,No,1257003
1589,4617,1,4,1,2000,Downtown,Excellent,No,1303488
1590,2952,6,1,3,1982,Suburban,Poor,No,707962
1591,3169,6,1,3,1981,Rural,Good,No,790177
1592,3481,5,1,3,2007,Suburban,Good,Yes,975059
1593,1408,4,2,1,2000,Rural,Fair,No,415057
1594,727,1,4,1,2024,Rural,Good,Yes,464523
1595,3309,2,4,1,2003,Downtown,Poor,Yes,945773
1596,2616,5,3,2,2023,Urban,Fair,No,884355
1597,683,4,4,2,1997,Suburban,Excellent,No,600602
1598,3839,1,4,1,2022,Suburban,Poor,Yes,846964
1599,1901,4,1,1,2014,Urban,Fair,No,643438
1600,2933,5,3,2,2016,Urban,Poor,Yes,910046
1601,2255,1,5,2,1992,Suburban,Poor,No,643934
1602,1495,1,2,1,2004,Suburban,Poor,Yes,432061
1603,4171,5,3,2,1989,Downtown,Poor,Yes,1132976
1604,3204,1,5,1,1989,Urban,Good,Yes,981070
1605,4384,2,1,2,2004,Suburban,Good,Yes,998802
1606,2107,6,2,2,2022,Downtown,Poor,No,794809
1607,2613,5,5,2,2015,Suburban,Fair,No,828118
1608,1512,6,1,2,2013,Rural,Fair,No,512185
1609,914,2,1,3,1994,Rural,Excellent,Yes,481786
1610,3774,5,1,1,2020,Rural,Poor,Yes,797476
1611,3762,3,5,2,2008,Suburban,Excellent,No,1114129
1612,4327,4,2,2,2014,Urban,Fair,Yes,1095614
1613,2028,4,3,1,2003,Rural,Excellent,No,675332
1614,948,4,4,3,2014,Suburban,Excellent,Yes,784320
1615,2304,4,4,2,2009,Downtown,Excellent,No,1079434
1616,3578,3,3,3,2005,Suburban,Fair,Yes,937047
1617,2164,5,2,3,2022,Urban,Excellent,No,948107
1618,3114,2,4,1,2010,Rural,Excellent,No,861347
1619,1016,2,2,2,2015,Suburban,Excellent,No,572754
1620,4228,1,2,2,2016,Suburban,Good,Yes,1023734
1621,2220,2,4,2,2009,Suburban,Fair,No,687946
1622,4946,6,1,3,1986,Rural,Poor,Yes,950306
1623,1032,3,1,2,2002,Suburban,Fair,Yes,476152
1624,1140,3,5,2,2017,Downtown,Excellent,No,892466
1625,2973,3,1,3,1990,Suburban,Fair,No,698409
1626,4960,5,4,1,2015,Downtown,Good,Yes,1400858
1627,1801,4,1,1,1988,Downtown,Excellent,No,848050
1628,1996,1,5,3,2003,Downtown,Fair,No,819422
1629,4628,6,5,2,2001,Rural,Good,Yes,1184290
1630,1705,5,3,3,2005,Suburban,Poor,Yes,669059
1631,2994,6,1,2,2018,Downtown,Poor,No,896689
1632,3591,3,2,3,1997,Rural,Excellent,No,897768
1633,1026,6,2,3,1999,Urban,Excellent,No,775609
1634,931,3,4,3,1985,Urban,Poor,Yes,547194
1635,757,3,4,1,2010,Downtown,Excellent,Yes,825991
1636,3673,3,3,3,2007,Downtown,Good,Yes,1210167
1637,2742,5,2,2,1998,Urban,Poor,No,735104
1638,3210,5,1,1,1988,Rural,Fair,Yes,698063
1639,3658,1,2,3,1995,Rural,Poor,Yes,684972
1640,3394,5,1,1,2017,Downtown,Good,Yes,1072317
1641,1060,6,2,1,1985,Suburban,Poor,Yes,440003
1642,4146,6,2,1,1983,Rural,Excellent,No,1023950
1643,2178,4,2,3,2011,Suburban,Excellent,No,800840
1644,4225,2,5,1,1985,Suburban,Fair,No,932285
1645,2151,6,1,3,1984,Suburban,Fair,No,661342
1646,1930,4,5,2,2018,Downtown,Good,Yes,1046155
1647,2655,3,2,3,1980,Urban,Good,Yes,858249
1648,1104,1,4,2,1983,Downtown,Poor,No,540052
1649,1322,3,5,2,2024,Rural,Good,No,643375
1650,3533,6,4,2,2011,Urban,Excellent,No,1174226
1651,2468,5,2,1,2024,Urban,Excellent,No,945968
1652,3257,4,4,2,2008,Suburban,Fair,No,900662
1653,800,2,3,2,2020,Suburban,Excellent,No,560628
1654,4158,6,2,1,2017,Suburban,Fair,Yes,989258
1655,3805,4,2,2,2001,Suburban,Poor,No,838135
1656,1896,3,5,2,1994,Suburban,Excellent,No,838255
1657,4164,2,4,3,1983,Urban,Poor,Yes,1029553
1658,4505,5,3,1,1995,Downtown,Fair,No,1205316
1659,706,3,2,2,2020,Urban,Excellent,Yes,672134
1660,4938,3,3,3,2003,Suburban,Good,No,1131683
1661,745,4,3,2,1995,Suburban,Good,Yes,591789
1662,4500,3,5,2,2016,Urban,Fair,Yes,1207683
1663,2475,6,5,3,1995,Suburban,Excellent,No,974217
1664,3167,5,1,2,1989,Urban,Poor,No,800460
1665,2779,1,4,2,1992,Urban,Fair,No,759891
1666,4480,2,2,3,1980,Urban,Good,No,1058552
1667,2834,3,4,2,2018,Suburban,Fair,Yes,860077
1668,1096,6,2,3,2012,Urban,Fair,No,672562
1669,689,3,3,1,1989,Urban,Poor,Yes,475741
1670,1244,3,4,1,2008,Downtown,Fair,No,709948
1671,1482,3,4,2,1992,Downtown,Good,Yes,850937
1672,3244,1,1,1,2000,Downtown,Good,Yes,955502
1673,3672,5,1,3,2007,Urban,Excellent,Yes,1157449
1674,882,6,3,2,2016,Rural,Poor,Yes,500990
1675,1123,1,2,1,1986,Suburban,Fair,Yes,432062
1676,3525,3,1,2,2001,Rural,Excellent,No,814271
1677,4898,4,4,3,1989,Rural,Fair,No,1031658
1678,1544,3,2,1,1983,Rural,Poor,Yes,415023
1679,947,1,2,1,1989,Suburban,Good,No,433708
1680,3842,1,5,2,2011,Rural,Excellent,Yes,1009349
1681,2239,5,1,1,1994,Downtown,Poor,No,691822
1682,3615,5,2,2,1993,Suburban,Poor,No,809393
1683,3666,5,4,1,1992,Urban,Good,Yes,1113638
1684,2732,4,1,3,1998,Downtown,Poor,No,859623
1685,3923,2,2,1,1982,Downtown,Poor,Yes,947268
1686,3046,6,2,3,1999,Urban,Excellent,Yes,1104391
1687,2667,2,5,1,1999,Rural,Fair,Yes,718084
1688,2290,4,4,3,2000,Downtown,Excellent,Yes,1150295
1689,4533,5,5,2,2022,Suburban,Poor,Yes,1097520
1690,855,5,1,1,1997,Rural,Good,No,414168
1691,1906,1,1,2,1993,Suburban,Excellent,No,601744
1692,2893,4,1,2,1982,Rural,Good,Yes,731120
1693,4343,2,1,3,2023,Rural,Excellent,Yes,1008015
1694,1522,1,2,2,2017,Urban,Good,Yes,712768
1695,1118,6,2,1,1984,Downtown,Excellent,Yes,821580
1696,4674,4,4,2,1991,Rural,Poor,Yes,977538
1697,2906,6,4,1,1997,Rural,Good,Yes,872348
1698,4269,1,1,3,2007,Downtown,Fair,Yes,1098759
1699,3582,1,5,2,2009,Downtown,Fair,No,1072653
1700,1793,3,3,2,1991,Downtown,Good,No,838524
1701,2995,2,4,3,2014,Downtown,Good,No,1046205
1702,2674,2,3,2,2021,Downtown,Excellent,Yes,1057334
1703,3413,5,2,3,2001,Suburban,Fair,Yes,946835
1704,1269,4,1,3,2014,Rural,Poor,Yes,432991
1705,1949,6,2,3,2001,Downtown,Poor,No,816537
1706,3835,5,4,1,2016,Urban,Excellent,Yes,1223672
1707,4316,2,2,3,1980,Rural,Excellent,Yes,995084
1708,3111,2,4,2,1993,Rural,Fair,Yes,728620
1709,854,3,1,1,1991,Rural,Poor,No,236153
1710,1574,4,3,3,2005,Rural,Good,No,633852
1711,3671,2,3,2,2019,Downtown,Poor,No,948026
1712,4695,3,3,1,1996,Downtown,Excellent,Yes,1365179
1713,3475,6,4,1,2004,Rural,Excellent,Yes,1064717
1714,2665,5,1,1,1995,Rural,Excellent,No,738446
1715,2577,5,4,1,2000,Urban,Excellent,Yes,1046284
1716,1377,1,2,3,2023,Rural,Excellent,Yes,651872
1717,2084,4,3,3,2016,Downtown,Poor,No,805603
1718,4833,4,2,2,1998,Suburban,Poor,No,975624
1719,4095,1,2,1,1992,Downtown,Excellent,Yes,1133721
1720,3772,6,2,2,1982,Urban,Fair,Yes,1033713
1721,4641,2,4,3,1987,Rural,Fair,Yes,988446
1722,793,4,4,2,2024,Downtown,Poor,No,631521
1723,4029,4,1,2,2007,Downtown,Poor,Yes,1022840
1724,2752,6,3,2,2005,Suburban,Fair,Yes,837000
1725,1927,1,5,1,2022,Suburban,Excellent,No,774087
1726,4514,1,2,3,2006,Rural,Poor,Yes,847065
1727,1807,3,2,3,2024,Downtown,Poor,No,707478
1728,4779,1,1,3,2022,Urban,Poor,No,961119
1729,3217,2,4,1,1992,Downtown,Excellent,No,1078730
1730,1411,2,4,3,2020,Rural,Fair,Yes,609224
1731,1791,1,4,3,1984,Suburban,Fair,No,606706
1732,2446,3,4,1,2007,Rural,Good,No,665496
1733,2177,6,3,2,2008,Suburban,Fair,No,770852
1734,3930,6,2,1,2018,Urban,Excellent,Yes,1221970
1735,853,4,1,3,1985,Suburban,Poor,No,370842
1736,3821,3,4,3,2001,Urban,Good,No,1125637
1737,4789,4,4,3,2017,Suburban,Excellent,No,1260530
1738,4611,3,5,3,2019,Rural,Good,No,1120748
1739,2967,5,5,1,2000,Urban,Fair,Yes,989695
1740,3109,2,3,3,2023,Downtown,Good,No,1082759
1741,2142,5,2,3,1998,Suburban,Good,No,753789
1742,4390,5,5,1,1987,Urban,Fair,Yes,1178970
1743,2099,6,4,2,1995,Downtown,Excellent,No,1082327
1744,3396,2,3,3,1984,Urban,Poor,No,843541
1745,626,1,2,2,2011,Downtown,Good,No,588878
1746,2776,1,4,3,2011,Rural,Excellent,No,845229
1747,3165,1,2,1,1987,Urban,Poor,Yes,701336
1748,2872,1,5,3,1997,Suburban,Poor,No,733495
1749,927,6,5,1,1980,Rural,Good,No,556464
1750,4120,2,2,1,2019,Urban,Good,Yes,1043884
1751,788,5,5,2,1994,Suburban,Excellent,Yes,723145
1752,1913,1,5,3,2019,Urban,Excellent,Yes,926526
1753,2616,4,2,1,2009,Suburban,Fair,Yes,740550
1754,1479,1,2,3,1999,Downtown,Excellent,No,800024
1755,2502,1,1,2,2008,Downtown,Fair,No,776018
1756,788,5,3,1,2023,Downtown,Excellent,No,817875
1757,769,4,5,3,2004,Downtown,Fair,No,734046
1758,1233,5,4,1,2005,Suburban,Fair,No,589888
1759,3918,3,2,3,1998,Suburban,Excellent,No,1007691
1760,2599,6,1,2,1981,Downtown,Good,No,952789
1761,767,4,4,3,2008,Downtown,Poor,No,658028
1762,3452,2,3,2,1996,Downtown,Fair,Yes,1023262
1763,4836,5,5,1,1982,Downtown,Good,Yes,1393380
1764,1337,6,2,1,2019,Rural,Good,Yes,639311
1765,2690,4,2,2,1989,Downtown,Good,Yes,990677
1766,3954,3,2,3,1984,Suburban,Poor,Yes,865991
1767,2961,5,4,2,1990,Suburban,Poor,Yes,806243
1768,1151,1,3,1,2014,Rural,Excellent,No,490946
1769,1851,5,2,1,1980,Urban,Fair,No,670467
1770,769,5,5,1,2005,Suburban,Fair,Yes,622786
1771,1877,2,2,3,2003,Urban,Excellent,Yes,869195
1772,2034,6,1,3,1995,Suburban,Poor,Yes,667199
1773,1713,1,3,2,2013,Downtown,Excellent,No,896604
1774,4422,6,5,2,2018,Downtown,Good,No,1373465
1775,4721,4,2,1,1993,Rural,Good,No,945088
1776,3978,4,4,2,2003,Rural,Good,No,960254
1777,731,2,4,3,1989,Downtown,Fair,No,658546
1778,2602,2,1,1,2008,Urban,Excellent,No,836815
1779,4410,3,2,2,1988,Downtown,Poor,Yes,1072925
1780,1429,3,3,1,2002,Downtown,Excellent,No,803644
1781,3008,3,5,3,2010,Rural,Excellent,Yes,1008160
1782,3315,2,3,3,1990,Rural,Poor,Yes,722813
1783,1090,1,5,1,2020,Urban,Poor,No,538726
1784,3336,5,4,2,2019,Urban,Good,No,1041993
1785,4835,5,1,2,2011,Downtown,Poor,Yes,1178172
1786,3695,3,4,3,2020,Urban,Fair,Yes,1074308
1787,1363,5,4,2,2005,Suburban,Poor,Yes,622138
1788,699,2,2,2,2016,Suburban,Excellent,Yes,610311
1789,2690,2,1,1,1990,Rural,Good,No,555512
1790,2394,4,2,3,2011,Rural,Poor,No,589053
1791,3648,4,3,3,2015,Urban,Good,Yes,1163923
1792,2885,5,2,1,1981,Downtown,Excellent,No,1037336
1793,4768,3,4,3,2005,Rural,Good,No,1070118
1794,1812,5,2,1,1995,Downtown,Fair,Yes,831841
1795,3573,4,4,2,2016,Urban,Good,Yes,1122869
1796,1930,5,4,3,1984,Urban,Poor,No,742655
1797,4140,2,4,2,1981,Urban,Good,Yes,1121671
1798,2530,4,4,2,2017,Suburban,Excellent,No,921866
1799,2946,2,5,1,2001,Suburban,Good,No,828033
1800,1424,1,1,3,1980,Suburban,Excellent,No,548379
1801,1844,1,1,2,1991,Rural,Fair,No,408452
1802,3526,6,5,1,1982,Suburban,Good,No,991573
1803,919,5,1,1,2019,Rural,Fair,Yes,431086
1804,4617,1,3,3,1998,Rural,Good,Yes,999377
1805,4387,5,3,1,2021,Rural,Excellent,Yes,1132299
1806,862,4,3,3,1990,Downtown,Excellent,No,848489
1807,3110,3,4,2,1995,Urban,Good,Yes,1005296
1808,4378,2,2,1,1985,Rural,Poor,Yes,754723
1809,4277,2,2,3,1984,Urban,Good,No,1046124
1810,4545,4,4,1,2021,Urban,Fair,No,1092459
1811,3583,2,4,1,2002,Rural,Poor,Yes,748788
1812,3791,2,4,2,2022,Downtown,Good,No,1147314
1813,3278,6,4,3,2000,Suburban,Poor,Yes,941956
1814,4006,1,4,2,1989,Rural,Fair,Yes,893681
1815,4657,3,2,3,1991,Downtown,Poor,Yes,1170546
1816,3409,5,3,2,1980,Rural,Excellent,Yes,961769
1817,1810,3,5,2,2013,Downtown,Fair,No,827017
1818,4326,6,5,3,1998,Downtown,Poor,No,1257265
1819,746,4,5,3,1984,Downtown,Excellent,No,858040
1820,3181,5,2,2,1996,Urban,Poor,Yes,868555
1821,3834,3,1,3,1994,Rural,Fair,No,763853
1822,3852,1,4,1,1984,Urban,Excellent,Yes,1123905
1823,3108,5,1,2,2017,Suburban,Good,Yes,905640
1824,3786,5,3,1,2014,Suburban,Poor,No,840013
1825,3293,6,2,2,1981,Rural,Fair,No,740639
1826,2994,6,3,2,1990,Downtown,Fair,Yes,1068303
1827,1399,3,3,3,2024,Rural,Poor,Yes,491372
1828,627,2,1,2,1991,Rural,Excellent,No,364832
1829,4699,5,4,3,1987,Downtown,Good,Yes,1421250
1830,1353,3,2,2,1992,Urban,Poor,Yes,523699
1831,1929,2,3,1,2013,Suburban,Excellent,No,688009
1832,3386,4,4,1,2012,Downtown,Fair,Yes,1084092
1833,4560,5,1,3,1994,Downtown,Excellent,No,1320033
1834,3621,2,1,1,2008,Suburban,Poor,No,655689
1835,3651,6,3,2,1980,Urban,Excellent,Yes,1161769
1836,1386,5,5,3,1987,Suburban,Excellent,No,823826
1837,1581,5,1,3,2000,Suburban,Good,No,651508
1838,918,1,1,2,2022,Suburban,Good,No,433368
1839,2899,3,4,1,2013,Urban,Poor,No,795175
1840,3056,4,1,1,1998,Urban,Fair,Yes,807532
1841,4900,5,5,1,2003,Rural,Poor,No,1011649
1842,3207,1,2,3,1993,Rural,Fair,Yes,711658
1843,3151,5,5,1,2015,Urban,Good,Yes,1111602
1844,933,3,4,1,2022,Urban,Good,Yes,678427
1845,1163,1,5,1,1986,Downtown,Poor,No,602968
1846,3925,5,1,2,1990,Suburban,Poor,No,802994
1847,2116,6,5,3,1986,Rural,Excellent,Yes,895421
1848,1987,6,5,1,2006,Rural,Good,Yes,818687
1849,2548,1,4,1,2019,Downtown,Fair,No,866183
1850,1715,4,5,2,2017,Urban,Good,Yes,874212
1851,4042,3,5,2,1980,Rural,Excellent,Yes,1079042
1852,1650,5,2,3,2017,Rural,Fair,Yes,583719
1853,2491,2,1,3,1984,Downtown,Fair,Yes,837042
1854,1522,5,1,3,1993,Rural,Poor,No,400108
1855,3396,2,4,1,1989,Rural,Good,No,806907
1856,3702,6,5,3,1997,Downtown,Fair,Yes,1259093
1857,3788,3,2,3,2022,Suburban,Excellent,No,1050360
1858,4183,1,3,1,2007,Downtown,Fair,Yes,1066545
1859,4358,5,3,1,2006,Rural,Good,Yes,1040061
1860,2888,2,4,1,2010,Rural,Excellent,No,814300
1861,2437,4,2,3,1997,Downtown,Excellent,No,1004596
1862,4535,2,4,1,1981,Suburban,Excellent,No,1087263
1863,4775,6,2,1,1997,Urban,Good,Yes,1228201
1864,4831,3,4,1,1984,Rural,Fair,No,943138
1865,2601,6,5,3,2016,Suburban,Excellent,Yes,1084687
1866,760,3,5,2,2016,Urban,Poor,No,538551
1867,2134,1,3,3,2007,Urban,Good,Yes,844314
1868,3523,1,4,2,2019,Suburban,Fair,No,828438
1869,3353,3,4,1,2014,Urban,Excellent,Yes,1128253
1870,734,6,1,1,2016,Suburban,Fair,No,410181
1871,2279,4,4,3,1984,Rural,Excellent,Yes,843986
1872,2357,2,3,1,1982,Urban,Poor,No,594730
1873,2897,6,5,2,1993,Rural,Good,Yes,916033
1874,1366,3,5,3,2020,Suburban,Poor,No,602187
1875,1968,6,1,2,1993,Downtown,Good,Yes,887387
1876,4726,5,2,3,1997,Rural,Excellent,No,1137249
1877,4305,5,2,1,1986,Rural,Good,Yes,958778
1878,1885,2,1,3,1991,Suburban,Fair,Yes,568708
1879,3016,4,1,3,2008,Suburban,Fair,Yes,801170
1880,2272,3,3,3,2007,Suburban,Poor,Yes,723732
1881,3697,1,2,2,1982,Suburban,Excellent,Yes,934383
1882,1890,2,1,1,2006,Rural,Excellent,Yes,591832
1883,2780,6,5,3,2015,Urban,Excellent,Yes,1229741
1884,2366,4,4,1,2019,Downtown,Good,No,973778
1885,2354,6,1,1,2005,Urban,Excellent,No,848060
1886,1544,6,2,1,1994,Rural,Excellent,No,608203
1887,1032,5,2,3,1994,Suburban,Fair,Yes,607879
1888,1207,2,5,3,1985,Urban,Poor,No,580043
1889,3320,5,2,1,1982,Downtown,Excellent,Yes,1126912
1890,2406,6,1,3,1989,Downtown,Poor,No,794976
1891,3236,4,2,3,1997,Urban,Poor,Yes,850931
1892,823,6,1,3,1981,Rural,Good,Yes,485960
1893,1276,6,2,2,1986,Downtown,Good,Yes,805407
1894,1826,3,3,2,2023,Rural,Good,No,620354
1895,1904,1,5,1,2018,Downtown,Good,No,899928
1896,1227,2,2,2,2012,Rural,Good,No,487571
1897,930,5,4,2,1981,Rural,Poor,Yes,445097
1898,2612,4,3,3,2001,Rural,Good,No,798212
1899,1828,4,4,3,1987,Suburban,Excellent,Yes,868572
1900,4791,2,3,2,2022,Rural,Good,No,1012208
1901,3674,6,1,3,1982,Downtown,Poor,No,987182
1902,2569,4,5,3,2015,Downtown,Good,Yes,1178225
1903,2113,2,1,1,1997,Rural,Poor,No,374721
1904,4930,1,5,3,1980,Urban,Good,Yes,1296731
1905,4683,2,5,1,2004,Suburban,Poor,No,977736
1906,2584,2,1,1,2024,Downtown,Good,Yes,940663
1907,3119,4,3,1,1981,Suburban,Excellent,Yes,966523
1908,4928,4,2,1,1999,Urban,Poor,No,992504
1909,3796,3,4,1,2002,Urban,Good,Yes,1076076
